4.95	12.58	9/27/2017
-2.33	12.29	9/28/2017
1.85	12.52	9/29/2017
1.42	12.69	10/2/2017
1.1	12.83	10/3/2017
-1.87	12.59	10/4/2017
3.35	13.01	10/5/2017
-2.88	12.64	10/6/2017
1.43	12.82	10/9/2017
3.03	13.21	10/10/2017
-0.3	13.17	10/11/2017
-1.12	13.02	10/12/2017
3.69	13.5	10/13/2017
2.16	13.79	10/16/2017
-0.37	13.74	10/17/2017
0.95	13.87	10/18/2017
-5.23	13.15	10/19/2017
3.57	13.62	10/20/2017
1.92	13.88	10/23/2017
1.51	14.09	10/24/2017
-1.95	13.81	10/25/2017
-0.3	13.77	10/26/2017
14.32	15.74	10/27/2017
-0.63	15.64	10/30/2017
2.73	16.07	10/31/2017
3.74	16.67	11/1/2017
-1.11	16.49	11/2/2017
3.28	17.03	11/3/2017
-0.54	16.93	11/6/2017
-0.54	16.84	11/7/2017
-0.27	16.8	11/8/2017
-7.28	15.58	11/9/2017
-1.82	15.29	11/10/2017
-3.16	14.81	11/13/2017
-3.02	14.36	11/14/2017
-3.8	13.82	11/15/2017
4.89	14.49	11/16/2017
0.27	14.53	11/17/2017
0.74	14.64	11/20/2017
4.3	15.27	11/21/2017
0.91	15.41	11/22/2017
1.1	15.58	11/24/2017
0.52	15.66	11/27/2017
1.93	15.96	11/28/2017
-0.89	15.82	11/29/2017
3.7	16.4	11/30/2017
-5.65	15.47	12/1/2017
5.85	16.38	12/4/2017
-0.48	16.3	12/5/2017
-3.24	15.77	12/6/2017
0.2	15.81	12/7/2017
6.45	16.83	12/8/2017
0.46	16.9	12/11/2017
-0.45	16.83	12/12/2017
3.39	17.4	12/13/2017
1.62	17.68	12/14/2017
3.7	18.33	12/15/2017
5.84	19.4	12/18/2017
-1.47	19.12	12/19/2017
3.24	19.74	12/20/2017
1	19.94	12/21/2017
-1.38	19.66	12/22/2017
-4.83	18.71	12/26/2017
-0.06	18.7	12/27/2017
2.55	19.18	12/28/2017
1.08	19.38	12/29/2017
4.34	20.23	1/2/2018
0.92	20.41	1/3/2018
3.17	21.06	1/4/2018
4.11	21.93	1/5/2018
0	21.93	1/8/2018
1.95	22.35	1/9/2018
-4.12	21.43	1/10/2018
1.56	21.77	1/11/2018
-1.02	21.55	1/12/2018
6.03	22.84	1/16/2018
4.18	23.8	1/17/2018
-1.3	23.49	1/18/2018
2.7	24.13	1/19/2018
-0.59	23.98	1/22/2018
2.9	24.68	1/23/2018
1.67	25.09	1/24/2018
5.93	26.58	1/25/2018
4.65	27.81	1/26/2018
-1.73	27.33	1/29/2018
-8.27	25.07	1/30/2018
4.83	26.28	1/31/2018
-6.41	24.6	2/1/2018
-3.39	23.77	2/2/2018
-7.88	21.89	2/5/2018
-13.07	19.03	2/6/2018
-2.8	18.5	2/7/2018
2.67	18.99	2/8/2018
11.98	21.27	2/9/2018
9.39	23.26	2/12/2018
-4.89	22.13	2/13/2018
-4.39	21.16	2/14/2018
7.71	22.79	2/15/2018
-2.5	22.22	2/16/2018
-3.7	21.4	2/20/2018
4.53	22.36	2/21/2018
4.06	23.27	2/22/2018
6.48	24.78	2/23/2018
4.52	25.9	2/26/2018
0.41	26	2/27/2018
5.36	27.4	2/28/2018
0.7	27.59	3/1/2018
-10.58	24.67	3/2/2018
-3.93	23.7	3/5/2018
4.4	24.75	3/6/2018
-6.73	23.08	3/7/2018
3.47	23.88	3/8/2018
6.68	25.48	3/9/2018
2.94	26.23	3/12/2018
4.93	27.52	3/13/2018
4.01	28.62	3/14/2018
0.75	28.84	3/15/2018
1.56	29.29	3/16/2018
-8.28	26.87	3/19/2018
-0.05	26.85	3/20/2018
-1.99	26.32	3/21/2018
-11.69	23.24	3/22/2018
-0.59	23.1	3/23/2018
18.19	27.31	3/26/2018
6.85	29.18	3/27/2018
-4.22	27.95	3/28/2018
4.75	29.28	3/29/2018
-6.82	27.28	4/2/2018
8.59	29.62	4/3/2018
-17.14	24.54	4/4/2018
9.14	26.79	4/5/2018
-9.54	24.23	4/6/2018
7.68	26.09	4/9/2018
14.22	29.8	4/10/2018
-4.9	28.34	4/11/2018
5.55	29.91	4/12/2018
4.88	31.37	4/13/2018
5.87	33.21	4/16/2018
8.96	36.19	4/17/2018
0.51	36.37	4/18/2018
-4.13	34.87	4/19/2018
-2.55	33.98	4/20/2018
3.78	35.26	4/23/2018
3.94	36.65	4/24/2018
1.38	37.16	4/25/2018
11.38	41.39	4/26/2018
13.25	46.87	4/27/2018
2.03	47.82	4/30/2018
-2.26	46.74	5/1/2018
2.01	47.68	5/2/2018
-4.02	45.76	5/3/2018
-3.53	44.14	5/4/2018
4.22	46.01	5/7/2018
-1.6	45.27	5/8/2018
2.24	46.28	5/9/2018
2.78	47.57	5/10/2018
-1.51	46.85	5/11/2018
2.06	47.81	5/14/2018
-7.21	44.37	5/15/2018
0.72	44.69	5/16/2018
-3.22	43.25	5/17/2018
-3.15	41.89	5/18/2018
6.9	44.78	5/21/2018
4.09	46.6	5/22/2018
-6.82	43.43	5/23/2018
-0.22	43.33	5/24/2018
0.43	43.52	5/25/2018
-4.1	41.74	5/29/2018
3.61	43.24	5/30/2018
-0.21	43.15	5/31/2018
4.3	45.01	6/1/2018
2.1	45.95	6/4/2018
2.5	47.1	6/5/2018
1.09	47.61	6/6/2018
0.19	47.71	6/7/2018
-4.79	45.42	6/8/2018
-0.65	45.13	6/11/2018
1.44	45.78	6/12/2018
1.17	46.31	6/13/2018
4.2	48.26	6/14/2018
-3.22	46.7	6/15/2018
-5.98	43.91	6/18/2018
-11.46	38.88	6/19/2018
4.06	40.46	6/20/2018
1.99	41.27	6/21/2018
3.06	42.53	6/22/2018
-7.07	39.52	6/25/2018
3.2	40.79	6/26/2018
3.79	42.33	6/27/2018
-0.87	41.97	6/28/2018
4.22	43.74	6/29/2018
-7.36	40.52	7/2/2018
2.87	41.68	7/3/2018
6.45	44.37	7/5/2018
1.85	45.19	7/6/2018
4.91	47.41	7/9/2018
1.1	47.93	7/10/2018
-6.72	44.71	7/11/2018
3.92	46.46	7/12/2018
0.14	46.53	7/13/2018
0.14	46.59	7/16/2018
-9.26	42.28	7/17/2018
-0.18	42.2	7/18/2018
-3.11	40.89	7/19/2018
2.41	41.88	7/20/2018
-2.6	40.78	7/23/2018
9.45	44.64	7/24/2018
0.5	44.86	7/25/2018
-12.22	39.38	7/26/2018
5.25	41.45	7/27/2018
0.14	41.5	7/30/2018
3.04	42.77	7/31/2018
3.67	44.34	8/1/2018
-6.51	41.45	8/2/2018
1.53	42.08	8/3/2018
-0.41	41.91	8/6/2018
2.34	42.89	8/7/2018
-0.89	42.51	8/8/2018
-0.27	42.4	8/9/2018
-5.84	39.92	8/10/2018
1.64	40.58	8/13/2018
3.2	41.88	8/14/2018
-6.96	38.96	8/15/2018
6.53	41.5	8/16/2018
-2.31	40.54	8/17/2018
1.99	41.35	8/20/2018
2.69	42.46	8/21/2018
-2.06	41.59	8/22/2018
-1.45	40.98	8/23/2018
3.28	42.33	8/24/2018
4.61	44.28	8/27/2018
2.5	45.38	8/28/2018
1.54	46.08	8/29/2018
-1.86	45.22	8/30/2018
-0.67	44.92	8/31/2018
-2.61	43.75	9/4/2018
-1.47	43.1	9/5/2018
0.17	43.18	9/6/2018
-6.29	40.46	9/7/2018
4.36	42.22	9/10/2018
-3.87	40.59	9/11/2018
-1.32	40.05	9/12/2018
5.11	42.1	9/13/2018
1.08	42.55	9/14/2018
-1.83	41.78	9/17/2018
0.73	42.08	9/18/2018
0.09	42.12	9/19/2018
5.78	44.55	9/20/2018
2.67	45.74	9/21/2018
-6.26	42.88	9/24/2018
-0.35	42.73	9/25/2018
0.35	42.88	9/26/2018
4.15	44.65	9/27/2018
-2.48	43.55	9/28/2018
5.23	45.82	10/1/2018
-0.96	45.38	10/2/2018
4.01	47.2	10/3/2018
-3.53	45.53	10/4/2018
-0.27	45.41	10/5/2018
-4.35	43.43	10/8/2018
0.28	43.56	10/9/2018
-5.01	41.37	10/10/2018
-3.72	39.84	10/11/2018
23.64	49.25	10/12/2018
-2.84	47.85	10/15/2018
9.78	52.53	10/16/2018
5.04	55.18	10/17/2018
-3.8	53.09	10/18/2018
5.61	56.06	10/19/2018
5.1	58.92	10/22/2018
-16.24	49.36	10/23/2018
-1.95	48.39	10/24/2018
15.28	55.78	10/25/2018
-30.16	38.96	10/26/2018
13.45	44.2	10/29/2018
-5.04	41.97	10/30/2018
14.48	48.05	10/31/2018
2.01	49.02	11/1/2018
-3.08	47.5	11/2/2018
0.69	47.83	11/5/2018
-0.29	47.69	11/6/2018
10.19	52.55	11/7/2018
-3.7	50.61	11/8/2018
-8.29	46.41	11/9/2018
-6.27	43.51	11/12/2018
3.62	45.08	11/13/2018
8.53	48.93	11/14/2018
-1.7	48.09	11/15/2018
-8.96	43.79	11/16/2018
-4.47	41.83	11/19/2018
-20.55	33.24	11/20/2018
11.53	37.07	11/21/2018
-7.4	34.32	11/23/2018
13.7	39.03	11/26/2018
-4.7	37.19	11/27/2018
6.55	39.63	11/28/2018
-3.71	38.16	11/29/2018
1.15	38.6	11/30/2018
19.31	46.05	12/3/2018
-4.44	44.01	12/4/2018
-18.98	35.65	12/6/2018
-3.86	34.28	12/7/2018
-1.8	33.66	12/10/2018
14.4	38.51	12/11/2018
13.41	43.67	12/12/2018
5.23	45.96	12/13/2018
-10.4	41.18	12/14/2018
-3.15	39.88	12/17/2018
7.56	42.9	12/18/2018
-1.1	42.43	12/19/2018
-3.86	40.79	12/20/2018
3.14	42.07	12/21/2018
-7.31	38.99	12/24/2018
13.1	44.1	12/26/2018
-10.94	39.28	12/27/2018
5.12	41.28	12/28/2018
9.1	45.04	12/31/2018
-18.52	36.7	1/2/2019
-13.01	31.93	1/3/2019
15.09	36.74	1/4/2019
1.02	37.12	1/7/2019
8.73	40.35	1/8/2019
3.1	41.6	1/9/2019
-6.64	38.84	1/10/2019
-5.08	36.87	1/11/2019
-7.81	33.99	1/14/2019
4.09	35.38	1/15/2019
1.26	35.83	1/16/2019
-2.88	34.79	1/17/2019
7.07	37.26	1/18/2019
-6.21	34.94	1/22/2019
4.11	36.38	1/23/2019
2.9	37.43	1/24/2019
7.36	40.19	1/25/2019
-11.99	35.37	1/28/2019
0.56	35.57	1/29/2019
10.47	39.29	1/30/2019
4.79	41.17	1/31/2019
-4.59	39.28	2/1/2019
0.39	39.44	2/4/2019
1.5	40.03	2/5/2019
0.24	40.12	2/6/2019
-7.84	36.98	2/7/2019
-8.11	33.98	2/8/2019
3.5	35.16	2/11/2019
6.56	37.47	2/12/2019
4.15	39.03	2/13/2019
-3.05	37.84	2/14/2019
7.17	40.55	2/15/2019
-2.88	39.38	2/19/2019
0.95	39.76	2/20/2019
-2.45	38.79	2/21/2019
2.23	39.65	2/22/2019
7.09	42.46	2/25/2019
-2.28	41.49	2/26/2019
-3.9	39.88	2/27/2019
-2.63	38.83	2/28/2019
6.41	41.32	3/1/2019
5.07	43.41	3/4/2019
0.35	43.56	3/5/2019
0.8	43.91	3/6/2019
-2.22	42.93	3/7/2019
-10.02	38.63	3/8/2019
3.36	39.93	3/11/2019
2.36	40.87	3/12/2019
4.41	42.67	3/13/2019
0.44	42.86	3/14/2019
3.56	44.38	3/15/2019
0.05	44.41	3/18/2019
3.98	46.17	3/19/2019
-0.16	46.1	3/20/2019
-3	44.72	3/21/2019
-3.97	42.94	3/22/2019
-3.29	41.53	3/25/2019
6.71	44.32	3/26/2019
1.23	44.86	3/27/2019
1.52	45.54	3/28/2019
6.28	48.4	3/29/2019
8.62	52.58	4/1/2019
0.51	52.85	4/2/2019
5.09	55.54	4/3/2019
0	55.54	4/4/2019
2.88	57.13	4/5/2019
-1.61	56.21	4/8/2019
-3.39	54.3	4/9/2019
1.32	55.02	4/10/2019
1.16	55.66	4/11/2019
3.84	57.8	4/12/2019
-0.1	57.74	4/15/2019
3.02	59.49	4/16/2019
5.7	62.88	4/17/2019
1.69	63.95	4/18/2019
-3.85	61.49	4/22/2019
2.05	62.74	4/23/2019
0.72	63.19	4/24/2019
6.7	67.42	4/25/2019
-1.03	66.73	4/26/2019
-0.18	66.61	4/29/2019
-7.1	61.88	4/30/2019
5.81	65.48	5/1/2019
0.23	65.63	5/2/2019
7.2	70.35	5/3/2019
-19.04	56.96	5/6/2019
-9.85	51.35	5/7/2019
-2.74	49.94	5/8/2019
-9.07	45.41	5/9/2019
-3.64	43.76	5/10/2019
-23	33.69	5/13/2019
4.6	35.24	5/14/2019
-5.52	33.3	5/15/2019
0.36	33.42	5/16/2019
-8.99	30.41	5/17/2019
-12.34	26.66	5/20/2019
7.74	28.72	5/21/2019
-5	27.28	5/22/2019
-10.4	24.44	5/23/2019
4.76	25.61	5/24/2019
2.78	26.32	5/28/2019
-5.17	24.96	5/29/2019
2.3	25.53	5/30/2019
-10.69	22.8	5/31/2019
-2.09	22.33	6/3/2019
9.46	24.44	6/4/2019
8.62	26.55	6/5/2019
1.5	26.94	6/6/2019
4.46	28.14	6/7/2019
6.08	29.86	6/10/2019
9.69	32.75	6/11/2019
-2.67	31.88	6/12/2019
3.5	32.99	6/13/2019
-4.93	31.37	6/14/2019
2.24	32.07	6/17/2019
10.54	35.45	6/18/2019
1.67	36.04	6/19/2019
12.35	40.49	6/20/2019
-1.32	39.95	6/21/2019
1.37	40.5	6/24/2019
-0.62	40.25	6/25/2019
5.95	42.65	6/26/2019
3.2	44.01	6/27/2019
2.24	45	6/28/2019
16.94	52.62	7/1/2019
-0.28	52.48	7/2/2019
1.94	53.49	7/3/2019
-5.92	50.33	7/5/2019
-5.86	47.38	7/8/2019
-4.5	45.25	7/9/2019
5.03	47.52	7/10/2019
1.56	48.26	7/11/2019
1.11	48.8	7/12/2019
2.1	49.82	7/15/2019
-1.04	49.3	7/16/2019
0.31	49.46	7/17/2019
-4.34	47.31	7/18/2019
6.06	50.18	7/19/2019
2.74	51.55	7/22/2019
4.68	53.96	7/23/2019
-3.37	52.15	7/24/2019
-3	50.58	7/25/2019
5.65	53.44	7/26/2019
-0.56	53.14	7/29/2019
-6.83	49.51	7/30/2019
2.41	50.71	7/31/2019
1.28	51.35	8/1/2019
-6.04	48.25	8/2/2019
-19.11	39.03	8/5/2019
8.65	42.4	8/6/2019
-9.81	38.25	8/7/2019
5.26	40.26	8/8/2019
-4.77	38.33	8/9/2019
-5.66	36.16	8/12/2019
-0.51	35.98	8/13/2019
-14.8	30.65	8/14/2019
1.96	31.25	8/15/2019
7.45	33.58	8/16/2019
12.45	37.77	8/19/2019
-1.36	37.25	8/20/2019
7.94	40.21	8/21/2019
1.55	40.83	8/22/2019
-6.01	38.38	8/23/2019
9.42	41.99	8/26/2019
6.05	44.53	8/27/2019
-3.33	43.05	8/28/2019
11.12	47.84	8/29/2019
4.92	50.2	8/30/2019
-6.24	47.06	9/3/2019
8.32	50.98	9/4/2019
9.7	55.92	9/5/2019
0.97	56.47	9/6/2019
2.66	57.97	9/9/2019
-4.78	55.19	9/10/2019
1.13	55.82	9/11/2019
5.52	58.9	9/12/2019
-1.18	58.21	9/13/2019
-5.93	54.76	9/16/2019
0.14	54.83	9/17/2019
-1.61	53.95	9/18/2019
1.47	54.74	9/19/2019
1.37	55.5	9/20/2019
-0.47	55.23	9/23/2019
4.3	57.61	9/24/2019
-0.64	57.24	9/25/2019
-1.05	56.64	9/26/2019
1.49	57.49	9/27/2019
2.85	59.13	9/30/2019
3.7	61.32	10/1/2019
-5.45	57.98	10/2/2019
0.37	58.19	10/3/2019
4.07	60.56	10/4/2019
-3.22	58.61	10/7/2019
-5.63	55.31	10/8/2019
8.12	59.8	10/9/2019
-0.3	59.62	10/10/2019
10.1	65.65	10/11/2019
-0.99	64.99	10/14/2019
2.46	66.59	10/15/2019
-2.87	64.68	10/16/2019
5.23	68.06	10/17/2019
-1.05	67.35	10/18/2019
4.83	70.6	10/21/2019
2.97	72.7	10/22/2019
-2.15	71.13	10/23/2019
6.47	75.73	10/24/2019
-4.53	72.31	10/25/2019
4.56	75.6	10/28/2019
-1.54	74.43	10/29/2019
1.45	75.51	10/30/2019
2.43	77.34	10/31/2019
3.98	80.42	11/1/2019
6.03	85.27	11/4/2019
1.33	86.4	11/5/2019
-0.58	85.9	11/6/2019
4.53	89.8	11/7/2019
-1.73	88.24	11/8/2019
-4.48	84.29	11/11/2019
0.65	84.84	11/12/2019
-2.88	82.4	11/13/2019
-2.48	80.35	11/14/2019
5.28	84.6	11/15/2019
-0.44	84.23	11/18/2019
3.33	87.04	11/19/2019
-2.13	85.18	11/20/2019
-0.93	84.39	11/21/2019
1.98	86.06	11/22/2019
3.76	89.3	11/25/2019
0.43	89.69	11/26/2019
2.25	91.71	11/27/2019
-2.13	89.75	11/29/2019
-0.46	89.34	12/2/2019
-11.22	79.31	12/3/2019
4.98	83.26	12/4/2019
3.18	85.91	12/5/2019
6.6	91.57	12/6/2019
-1.09	90.58	12/9/2019
0.51	91.04	12/10/2019
1.77	92.66	12/11/2019
-1.12	91.61	12/12/2019
-0.95	90.75	12/13/2019
5.75	95.96	12/16/2019
1.46	97.36	12/17/2019
1.35	98.68	12/18/2019
0.73	99.4	12/19/2019
3.89	103.26	12/20/2019
3.14	106.5	12/23/2019
0.77	107.32	12/24/2019
1.36	108.78	12/26/2019
3.1	112.15	12/27/2019
-0.38	111.73	12/30/2019
-2.79	108.61	12/31/2019
7.31	116.56	1/2/2020
-11.69	102.93	1/3/2020
-7.3	95.42	1/6/2020
0.53	95.93	1/7/2020
-0.13	95.8	1/8/2020
7.44	102.93	1/9/2020
3.08	106.1	1/10/2020
3.49	109.8	1/13/2020
-0.71	109.02	1/14/2020
0.25	109.29	1/15/2020
4.26	113.95	1/16/2020
3.81	118.29	1/17/2020
-2.76	115.02	1/21/2020
4.15	119.79	1/22/2020
-0.69	118.97	1/23/2020
4.32	124.11	1/24/2020
-20.17	99.07	1/27/2020
6.31	105.32	1/28/2020
5.1	110.7	1/29/2020
-5.52	104.59	1/30/2020
3.75	108.51	1/31/2020
4.51	113.41	2/3/2020
12.47	127.56	2/4/2020
11.24	141.89	2/5/2020
2.01	144.75	2/6/2020
-4.07	138.86	2/7/2020
-2.83	134.93	2/10/2020
4.81	141.43	2/11/2020
5.28	148.89	2/12/2020
