-1.31	2.48	5/11/2016
2.68	2.55	5/12/2016
-0.58	2.53	5/13/2016
1.18	2.56	5/16/2016
-0.57	2.55	5/17/2016
-1.77	2.5	5/18/2016
-3.31	2.42	5/19/2016
3.76	2.51	5/20/2016
0.57	2.52	5/23/2016
5.19	2.65	5/24/2016
3.63	2.75	5/25/2016
0.89	2.77	5/26/2016
0.7	2.79	5/27/2016
1.73	2.84	5/31/2016
-2.93	2.76	6/1/2016
-1.72	2.71	6/2/2016
-1.88	2.66	6/3/2016
1.56	2.7	6/6/2016
1.03	2.73	6/7/2016
1.73	2.78	6/8/2016
-3.62	2.68	6/9/2016
-8.13	2.46	6/10/2016
-4.84	2.34	6/13/2016
-1.84	2.3	6/14/2016
2.39	2.35	6/15/2016
-4.63	2.24	6/16/2016
-1.47	2.21	6/17/2016
10.46	2.44	6/20/2016
1.5	2.48	6/21/2016
1.11	2.51	6/22/2016
7.09	2.68	6/23/2016
-32.4	1.81	6/24/2016
-6.93	1.69	6/27/2016
9.31	1.85	6/28/2016
6.72	1.97	6/29/2016
1.55	2	6/30/2016
-0.93	1.98	7/1/2016
-4.05	1.9	7/5/2016
-3.94	1.83	7/6/2016
1.1	1.85	7/7/2016
4.54	1.93	7/8/2016
3.47	2	7/11/2016
5.46	2.11	7/12/2016
2.35	2.16	7/13/2016
5.75	2.28	7/14/2016
2.16	2.33	7/15/2016
0.83	2.35	7/18/2016
-2.94	2.28	7/19/2016
4.96	2.39	7/20/2016
0.8	2.41	7/21/2016
0.8	2.43	7/22/2016
-0.95	2.41	7/25/2016
0	2.41	7/26/2016
7.6	2.59	7/27/2016
1.4	2.63	7/28/2016
1.84	2.68	7/29/2016
0.46	2.69	8/1/2016
-1.35	2.65	8/2/2016
-0.61	2.63	8/3/2016
-0.15	2.63	8/4/2016
4.83	2.76	8/5/2016
0.73	2.78	8/8/2016
0.59	2.79	8/9/2016
0.29	2.8	8/10/2016
3.09	2.89	8/11/2016
-1.6	2.84	8/12/2016
1.16	2.88	8/15/2016
-1.72	2.83	8/16/2016
0.15	2.83	8/17/2016
-0.58	2.81	8/18/2016
-1.59	2.77	8/19/2016
-1.3	2.73	8/22/2016
3.62	2.83	8/23/2016
-0.43	2.82	8/24/2016
-2.06	2.76	8/25/2016
0.59	2.78	8/26/2016
0.59	2.79	8/29/2016
-1.17	2.76	8/30/2016
-1.33	2.73	8/31/2016
0.44	2.74	9/1/2016
4.56	2.86	9/2/2016
1.9	2.92	9/6/2016
1	2.95	9/7/2016
-2.43	2.87	9/8/2016
-7.27	2.67	9/9/2016
-4.72	2.54	9/12/2016
-4.48	2.43	9/13/2016
1.07	2.45	9/14/2016
0.15	2.46	9/15/2016
-1.3	2.42	9/16/2016
2.02	2.47	9/19/2016
2.93	2.55	9/20/2016
3.64	2.64	9/21/2016
5.24	2.78	9/22/2016
-1.11	2.75	9/23/2016
-4.94	2.61	9/26/2016
0	2.61	9/27/2016
1.12	2.64	9/28/2016
-1.4	2.6	9/29/2016
2.72	2.67	9/30/2016
-0.98	2.65	10/3/2016
2.25	2.71	10/4/2016
2.68	2.78	10/5/2016
-1.12	2.75	10/6/2016
0.84	2.77	10/7/2016
4.36	2.89	10/10/2016
-0.83	2.87	10/11/2016
0.72	2.89	10/12/2016
-6.08	2.71	10/13/2016
3.95	2.82	10/14/2016
-0.29	2.81	10/17/2016
10.59	3.11	10/18/2016
-0.72	3.09	10/19/2016
-1.15	3.05	10/20/2016
0.43	3.06	10/21/2016
5.97	3.25	10/24/2016
0.27	3.26	10/25/2016
-5.55	3.08	10/26/2016
3.82	3.19	10/27/2016
-3.01	3.1	10/28/2016
3.95	3.22	10/31/2016
1.76	3.28	11/1/2016
-0.45	3.26	11/2/2016
-1.38	3.22	11/3/2016
-2.69	3.13	11/4/2016
14.58	3.59	11/7/2016
-1.2	3.54	11/8/2016
-10.56	3.17	11/9/2016
4.06	3.3	11/10/2016
-4.11	3.16	11/11/2016
0.3	3.17	11/14/2016
6.1	3.37	11/15/2016
-4.51	3.21	11/16/2016
-0.44	3.2	11/17/2016
0.58	3.22	11/18/2016
2.05	3.28	11/21/2016
3.26	3.39	11/22/2016
-3.37	3.28	11/23/2016
1.14	3.31	11/25/2016
-0.71	3.29	11/28/2016
0.57	3.31	11/29/2016
0.7	3.33	11/30/2016
-0.15	3.33	12/1/2016
0.15	3.33	12/2/2016
4.9	3.5	12/5/2016
2.09	3.57	12/6/2016
-1.93	3.5	12/7/2016
0.29	3.51	12/8/2016
3.27	3.63	12/9/2016
-4.03	3.48	12/12/2016
2.82	3.58	12/13/2016
0.68	3.6	12/14/2016
0.82	3.63	12/15/2016
1.49	3.69	12/16/2016
0.82	3.72	12/19/2016
2.31	3.8	12/20/2016
0	3.8	12/21/2016
0	3.8	12/22/2016
-0.95	3.77	12/23/2016
1.63	3.83	12/27/2016
1.73	3.89	12/28/2016
-0.27	3.88	12/29/2016
1.65	3.95	12/30/2016
5.95	4.18	1/3/2017
0.83	4.22	1/4/2017
-0.27	4.2	1/5/2017
0.8	4.24	1/6/2017
0.78	4.27	1/9/2017
0	4.27	1/10/2017
0.26	4.28	1/11/2017
-3.18	4.15	1/12/2017
0.77	4.18	1/13/2017
-2.65	4.07	1/17/2017
1.53	4.13	1/18/2017
1.01	4.17	1/19/2017
4.07	4.34	1/20/2017
-1.01	4.3	1/23/2017
1.89	4.38	1/24/2017
5.55	4.62	1/25/2017
1.32	4.68	1/26/2017
1.79	4.77	1/27/2017
-3.21	4.61	1/30/2017
-3.4	4.46	1/31/2017
5.99	4.72	2/1/2017
-1.68	4.64	2/2/2017
1.32	4.71	2/3/2017
-1.43	4.64	2/6/2017
1.66	4.72	2/7/2017
-1.18	4.66	2/8/2017
0.7	4.69	2/9/2017
1.62	4.77	2/10/2017
2.86	4.91	2/13/2017
0.23	4.92	2/14/2017
-0.45	4.89	2/15/2017
0.66	4.93	2/16/2017
-1.43	4.86	2/17/2017
1.73	4.94	2/21/2017
-0.75	4.9	2/22/2017
1.28	4.97	2/23/2017
-3.67	4.78	2/24/2017
-1.5	4.71	2/27/2017
-0.11	4.71	2/28/2017
5.61	4.97	3/1/2017
-0.21	4.96	3/2/2017
-0.85	4.92	3/3/2017
-3.38	4.75	3/6/2017
-2.12	4.65	3/7/2017
0.64	4.68	3/8/2017
-0.11	4.68	3/9/2017
3.92	4.86	3/10/2017
-0.31	4.84	3/13/2017
-2.08	4.74	3/14/2017
2.21	4.85	3/15/2017
1.75	4.93	3/16/2017
0.72	4.97	3/17/2017
0.21	4.98	3/20/2017
3.51	5.15	3/21/2017
0.22	5.17	3/22/2017
-1.06	5.11	3/23/2017
2.45	5.24	3/24/2017
-6.26	4.91	3/27/2017
-0.32	4.89	3/28/2017
0.31	4.91	3/29/2017
0	4.91	3/30/2017
-1.22	4.85	3/31/2017
0.92	4.89	4/3/2017
-2.76	4.76	4/4/2017
1.53	4.83	4/5/2017
0.93	4.87	4/6/2017
-0.31	4.86	4/7/2017
1.13	4.91	4/10/2017
-1.13	4.86	4/11/2017
-0.31	4.84	4/12/2017
-1.48	4.77	4/13/2017
2.67	4.9	4/17/2017
-2.92	4.76	4/18/2017
3.88	4.94	4/19/2017
3.55	5.12	4/20/2017
0.92	5.16	4/21/2017
9.88	5.67	4/24/2017
3.05	5.85	4/25/2017
0.38	5.87	4/26/2017
2.13	5.99	4/27/2017
3.9	6.23	4/28/2017
3.12	6.42	5/1/2017
1.38	6.51	5/2/2017
-1.92	6.39	5/3/2017
0.09	6.39	5/4/2017
2.12	6.53	5/5/2017
0.46	6.56	5/8/2017
1.36	6.65	5/9/2017
0.36	6.67	5/10/2017
-2.15	6.53	5/11/2017
0.36	6.55	5/12/2017
0.45	6.58	5/15/2017
2.12	6.72	5/16/2017
-7.08	6.24	5/17/2017
-0.38	6.22	5/18/2017
3.05	6.41	5/19/2017
2	6.54	5/22/2017
2.67	6.71	5/23/2017
2.57	6.88	5/24/2017
3.32	7.11	5/25/2017
0.26	7.13	5/26/2017
-0.68	7.08	5/30/2017
2.71	7.27	5/31/2017
1.95	7.42	6/1/2017
2.76	7.62	6/2/2017
-0.16	7.61	6/5/2017
-1.05	7.53	6/6/2017
2.3	7.7	6/7/2017
2.19	7.87	6/8/2017
1.05	7.95	6/9/2017
-7.6	7.35	6/12/2017
4.88	7.71	6/13/2017
3.73	7.99	6/14/2017
-9.23	7.26	6/15/2017
-0.45	7.22	6/16/2017
8.11	7.81	6/19/2017
-0.77	7.75	6/20/2017
1.85	7.89	6/21/2017
1.28	7.99	6/22/2017
-0.86	7.93	6/23/2017
5	8.32	6/26/2017
-3.35	8.04	6/27/2017
3.09	8.29	6/28/2017
-3.75	7.98	6/29/2017
2.76	8.2	6/30/2017
5.35	8.64	7/3/2017
3.13	8.91	7/5/2017
-6.91	8.29	7/6/2017
3.12	8.55	7/7/2017
1.1	8.65	7/10/2017
-1.08	8.55	7/11/2017
7.68	9.21	7/12/2017
1.12	9.31	7/13/2017
3.6	9.65	7/14/2017
1	9.75	7/17/2017
-0.67	9.68	7/18/2017
2.46	9.92	7/19/2017
2.25	10.14	7/20/2017
-3.53	9.78	7/21/2017
-0.08	9.78	7/24/2017
-2.7	9.51	7/25/2017
2.08	9.71	7/26/2017
6.09	10.3	7/27/2017
-5.32	9.75	7/28/2017
2.59	10.01	7/31/2017
3.28	10.33	8/1/2017
5.94	10.95	8/2/2017
0.97	11.05	8/3/2017
1.63	11.24	8/4/2017
1.71	11.43	8/7/2017
-1.36	11.27	8/8/2017
-7.37	10.44	8/9/2017
-5.07	9.91	8/10/2017
1.29	10.04	8/11/2017
6.98	10.74	8/14/2017
1.78	10.93	8/15/2017
2.26	11.18	8/16/2017
-3.62	10.77	8/17/2017
0.43	10.82	8/18/2017
0.34	10.86	8/21/2017
4.48	11.34	8/22/2017
-4.54	10.83	8/23/2017
2.25	11.07	8/24/2017
3.28	11.44	8/25/2017
2.88	11.77	8/28/2017
-7.48	10.89	8/29/2017
0.58	10.95	8/30/2017
2.65	11.24	8/31/2017
2.18	11.49	9/1/2017
-2.73	11.17	9/5/2017
2.57	11.46	9/6/2017
1.83	11.67	9/7/2017
-0.95	11.56	9/8/2017
6.88	12.35	9/11/2017
2.67	12.68	9/12/2017
-1.71	12.47	9/13/2017
-3.33	12.05	9/14/2017
-0.16	12.03	9/15/2017
1.02	12.15	9/18/2017
1.57	12.34	9/19/2017
-0.23	12.32	9/20/2017
-0.71	12.23	9/21/2017
-2.81	11.88	9/22/2017
-3.54	11.46	9/25/2017
4.57	11.99	9/26/2017
