Function,TRIX,01/15/99 04:18pm,OS 2000i build 480
Function,UlcerIndex,01/18/99 02:54pm,OS 2000i build 480
Function,Variance,01/16/99 12:29pm,OS 2000i build 480
Function,VarianceP,01/16/99 12:29pm,OS 2000i build 480
Function,Vega,01/15/99 04:15pm,OS 2000i build 480
Function,VolatilityClassic,01/15/99 04:11pm,OS 2000i build 480
Function,VolatilityExVal,01/22/99 10:57am,OS 2000i build 480
Function,VolatilityStdDev,01/22/99 10:54am,OS 2000i build 480
Function,ZTest,01/16/99 12:27pm,OS 2000i build 480
Indicator,52 Week High-Low,01/30/99 12:39pm,OS 2000i build 480
Indicator,Absolute Breadth,01/13/99 04:08pm,OS 2000i build 480
Indicator,Accum Distribution,01/27/99 08:20pm,OS 2000i build 480
Indicator,AccumSwingIndex,01/28/99 01:13am,OS 2000i build 480
Indicator,Advnce-Decline Line,12/18/98 10:33am,OS 2000i build 480
Indicator,Advnce-Decline Ratio,01/28/99 01:13am,OS 2000i build 480
Indicator,ADX,01/16/99 03:56pm,OS 2000i build 480
Indicator,ADX Classic,01/16/99 03:56pm,OS 2000i build 480
Indicator,ADXR,01/16/99 03:56pm,OS 2000i build 480
Indicator,Arms Index (TRIN),01/01/99 12:32pm,OS 2000i build 480
Indicator,Ask,01/28/99 01:12am,OS 2000i build 480
Indicator,Ask Date (Last),01/27/99 07:46pm,OS 2000i build 480
Indicator,Ask Size,01/27/99 08:01pm,OS 2000i build 480
Indicator,Ask Time (Last),01/27/99 07:46pm,OS 2000i build 480
Indicator,Ask Trend,01/27/99 08:34pm,OS 2000i build 480
Indicator,Average True Range,01/28/99 01:12am,OS 2000i build 480
Indicator,Avg Implied Volty,01/16/99 04:45pm,OS 2000i build 480
Indicator,Bid,01/27/99 07:46pm,OS 2000i build 480
Indicator,Bid Date (Last),01/27/99 07:46pm,OS 2000i build 480
Indicator,Bid Size,01/28/99 01:12am,OS 2000i build 480
Indicator,Bid Time (Last),01/27/99 07:45pm,OS 2000i build 480
Indicator,Bid Trend,01/27/99 08:34pm,OS 2000i build 480
Indicator,Bid-Ask Spread,01/27/99 07:45pm,OS 2000i build 480
Indicator,Bid-Ask Trend,01/27/99 08:33pm,OS 2000i build 480
Indicator,Black Scholes,12/18/98 10:36am,OS 2000i build 480
Indicator,Bollinger Bands,12/18/98 10:36am,OS 2000i build 480
Indicator,CandleStick Patterns,12/18/98 10:36am,OS 2000i build 480
Indicator,CCI Average,01/01/99 12:34pm,OS 2000i build 480
Indicator,Chaikin Oscillator,01/28/99 01:12am,OS 2000i build 480
Indicator,Close (EOD),01/27/99 07:43pm,OS 2000i build 480
Indicator,Comm Channel Index,12/18/98 10:35am,OS 2000i build 480
Indicator,Comm Sel Index,01/16/99 03:51pm,OS 2000i build 480
Indicator,Correlation,01/13/99 04:08pm,OS 2000i build 480
Indicator,Covered Call-Put,01/26/99 03:57pm,OS 2000i build 480
Indicator,Custom 1 Line,01/27/99 08:46pm,OS 2000i build 480
Indicator,Custom 2 Lines,01/27/99 08:46pm,OS 2000i build 480
Indicator,Custom 3 Lines,01/27/99 08:27pm,OS 2000i build 480
Indicator,Custom 4 Lines,01/27/99 08:27pm,OS 2000i build 480
Indicator,Data Compression,01/16/99 02:50pm,OS 2000i build 480
Indicator,Datafeed,01/28/99 01:11am,OS 2000i build 480
Indicator,Date (EOD),01/27/99 07:41pm,OS 2000i build 480
Indicator,Day Open-Close Line,01/01/99 12:04pm,OS 2000i build 480
Indicator,Days to Expriration,01/26/99 03:53pm,OS 2000i build 480
Indicator,Days to Far Expr,01/26/99 03:53pm,OS 2000i build 480
Indicator,Days to Near Expr,01/26/99 03:53pm,OS 2000i build 480
Indicator,Delta,01/26/99 03:52pm,OS 2000i build 480
Indicator,Detrended Price Osc,01/27/99 08:19pm,OS 2000i build 480
Indicator,DMI,12/21/98 02:06pm,OS 2000i build 480
Indicator,Ease of Movement,01/28/99 01:11am,OS 2000i build 480
Indicator,Effective Yield,01/27/99 08:33pm,OS 2000i build 480
Indicator,Exchange Listed,01/27/99 07:38pm,OS 2000i build 480
Indicator,Expert Analyst,12/21/98 11:30am,OS 2000i build 480
Indicator,Expiration Date,01/27/99 08:33pm,OS 2000i build 480
Indicator,ExpirationDate,01/28/99 02:35am,OS 2000i build 480
Indicator,Far Expiration Date,01/26/99 03:49pm,OS 2000i build 480
Indicator,Fund 7 Day Yield,01/28/99 01:10am,OS 2000i build 480
Indicator,Gamma,01/26/99 03:48pm,OS 2000i build 480
Indicator,Gap,01/27/99 08:00pm,OS 2000i build 480
Indicator,Gap Percent,01/27/99 08:00pm,OS 2000i build 480
Indicator,Gapless Bar Chart,01/27/99 08:18pm,OS 2000i build 480
Indicator,Gross In Actual,01/26/99 03:47pm,OS 2000i build 480
Indicator,Gross Out Actual,01/26/99 03:47pm,OS 2000i build 480
Indicator,Gross P&L,01/26/99 03:47pm,OS 2000i build 480
Indicator,Gross P&L %,01/26/99 03:46pm,OS 2000i build 480
Indicator,Gross P&L Projected,01/26/99 03:45pm,OS 2000i build 480
Indicator,Headline Count,01/28/99 01:10am,OS 2000i build 480
Indicator,High,01/30/99 12:39pm,OS 2000i build 480
Indicator,High (Day),01/28/99 01:10am,OS 2000i build 480
